Sex;Diagnosis;ageGroup;Year;Numbers;Crude Rate;ASR(W);ASR(E);ASR(N);Cumulative Risk
men;Bladder;30-34;1956;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1957;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1958;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;30-34;1959;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1960;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1961;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1962;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1963;2;1,30;1,30;1,30;1,30;0,01
men;Bladder;30-34;1964;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1965;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1966;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1967;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1968;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1969;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1970;7;4,80;4,80;4,80;4,80;0,02
men;Bladder;30-34;1971;2;1,40;1,40;1,40;1,40;0,01
men;Bladder;30-34;1972;3;2,00;2,00;2,00;2,00;0,01
men;Bladder;30-34;1973;2;1,30;1,30;1,30;1,30;0,01
men;Bladder;30-34;1974;1;0,60;0,60;0,60;0,60;0,00
men;Bladder;30-34;1975;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1976;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1977;3;1,60;1,60;1,60;1,60;0,01
men;Bladder;30-34;1978;4;1,90;1,90;1,90;1,90;0,01
men;Bladder;30-34;1979;2;0,90;0,90;0,90;0,90;0,00
men;Bladder;30-34;1980;1;0,40;0,40;0,40;0,40;0,00
men;Bladder;30-34;1981;3;1,30;1,30;1,30;1,30;0,01
men;Bladder;30-34;1982;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1983;3;1,40;1,40;1,40;1,40;0,01
men;Bladder;30-34;1984;1;0,50;0,50;0,50;0,50;0,00
men;Bladder;30-34;1985;2;1,00;1,00;1,00;1,00;0,00
men;Bladder;30-34;1986;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1987;3;1,50;1,50;1,50;1,50;0,01
men;Bladder;30-34;1988;3;1,50;1,50;1,50;1,50;0,01
men;Bladder;30-34;1989;3;1,50;1,50;1,50;1,50;0,01
men;Bladder;30-34;1990;4;2,00;2,00;2,00;2,00;0,01
men;Bladder;30-34;1991;2;1,00;1,00;1,00;1,00;0,01
men;Bladder;30-34;1992;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;1993;3;1,50;1,50;1,50;1,50;0,01
men;Bladder;30-34;1994;1;0,50;0,50;0,50;0,50;0,00
men;Bladder;30-34;1995;4;2,10;2,10;2,10;2,10;0,01
men;Bladder;30-34;1996;4;2,10;2,10;2,10;2,10;0,01
men;Bladder;30-34;1997;1;0,50;0,50;0,50;0,50;0,00
men;Bladder;30-34;1998;4;2,10;2,10;2,10;2,10;0,01
men;Bladder;30-34;1999;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;30-34;2000;3;1,70;1,70;1,70;1,70;0,01
men;Bladder;30-34;2001;3;1,70;1,70;1,70;1,70;0,01
men;Bladder;30-34;2002;2;1,20;1,20;1,20;1,20;0,01
men;Bladder;30-34;2003;1;0,60;0,60;0,60;0,60;0,00
men;Bladder;30-34;2004;2;1,30;1,30;1,30;1,30;0,01
men;Bladder;30-34;2005;4;2,60;2,60;2,60;2,60;0,01
men;Bladder;30-34;2006;3;1,90;1,90;1,90;1,90;0,01
men;Bladder;30-34;2007;1;0,60;0,60;0,60;0,60;0,00
men;Bladder;30-34;2008;4;2,40;2,40;2,40;2,40;0,01
men;Bladder;30-34;2009;3;1,70;1,70;1,70;1,70;0,01
men;Bladder;30-34;2010;3;1,70;1,70;1,70;1,70;0,01
men;Bladder;30-34;2011;3;1,70;1,70;1,70;1,70;0,01
men;Bladder;30-34;2012;2;1,10;1,10;1,10;1,10;0,01
men;Bladder;30-34;2013;2;1,10;1,10;1,10;1,10;0,01
men;Bladder;30-34;2014;1;0,60;0,60;0,60;0,60;0,00
men;Bladder;30-34;2015;3;1,60;1,60;1,60;1,60;0,01
men;Bladder;30-34;2016;3;1,60;1,60;1,60;1,60;0,01
men;Bladder;35-39;1953;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;35-39;1954;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;35-39;1955;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;35-39;1956;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;35-39;1957;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;35-39;1958;3;2,10;2,10;2,10;2,10;0,01
men;Bladder;35-39;1959;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;35-39;1960;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;35-39;1961;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;35-39;1962;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;35-39;1963;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;35-39;1964;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;35-39;1965;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;35-39;1966;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;35-39;1967;2;1,30;1,30;1,30;1,30;0,01
men;Bladder;35-39;1968;4;2,70;2,70;2,70;2,70;0,01
men;Bladder;35-39;1969;2;1,40;1,40;1,40;1,40;0,01
men;Bladder;35-39;1970;2;1,40;1,40;1,40;1,40;0,01
men;Bladder;35-39;1971;2;1,40;1,40;1,40;1,40;0,01
men;Bladder;35-39;1972;1;0,70;0,70;0,70;0,70;0,00
men;Bladder;35-39;1973;2;1,40;1,40;1,40;1,40;0,01
men;Bladder;35-39;1974;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;35-39;1975;3;2,00;2,00;2,00;2,00;0,01
men;Bladder;35-39;1976;2;1,30;1,30;1,30;1,30;0,01
men;Bladder;35-39;1977;2;1,30;1,30;1,30;1,30;0,01
men;Bladder;35-39;1978;2;1,30;1,30;1,30;1,30;0,01
men;Bladder;35-39;1979;5;3,30;3,30;3,30;3,30;0,02
men;Bladder;35-39;1980;2;1,20;1,20;1,20;1,20;0,01
men;Bladder;35-39;1981;3;1,70;1,70;1,70;1,70;0,01
men;Bladder;35-39;1982;1;0,50;0,50;0,50;0,50;0,00
men;Bladder;35-39;1983;7;3,40;3,40;3,40;3,40;0,02
men;Bladder;35-39;1984;0;0,00;0,00;0,00;0,00;0,00
men;Bladder;35-39;1985;4;1,80;1,80;1,80;1,80;0,01
men;Bladder;35-39;1986;9;4,00;4,00;4,00;4,00;0,02
men;Bladder;35-39;1987;4;1,80;1,80;1,80;1,80;0,01
men;Bladder;35-39;1988;1;0,50;0,50;0,50;0,50;0,00
men;Bladder;35-39;1989;3;1,40;1,40;1,40;1,40;0,01
men;Bladder;35-39;1990;5;2,40;2,40;2,40;2,40;0,01
men;Bladder;35-39;1991;6;2,90;2,90;2,90;2,90;0,01
men;Bladder;35-39;1992;3;1,50;1,50;1,50;1,50;0,01
men;Bladder;35-39;1993;4;2,00;2,00;2,00;2,00;0,01
men;Bladder;35-39;1994;5;2,50;2,50;2,50;2,50;0,01
men;Bladder;35-39;1995;2;1,00;1,00;1,00;1,00;0,01
men;Bladder;35-39;1996;3;1,50;1,50;1,50;1,50;0,01
men;Bladder;35-39;1997;5;2,60;2,60;2,60;2,60;0,01
men;Bladder;35-39;1998;3;1,60;1,60;1,60;1,60;0,01
men;Bladder;35-39;1999;4;2,10;2,10;2,10;2,10;0,01
men;Bladder;35-39;2000;7;3,60;3,60;3,60;3,60;0,02
men;Bladder;35-39;2001;2;1,00;1,00;1,00;1,00;0,01
men;Bladder;35-39;2002;3;1,60;1,60;1,60;1,60;0,01
men;Bladder;35-39;2003;4;2,10;2,10;2,10;2,10;0,01
men;Bladder;35-39;2004;5;2,70;2,70;2,70;2,70;0,01
men;Bladder;35-39;2005;4;2,20;2,20;2,20;2,20;0,01
men;Bladder;35-39;2006;2;1,20;1,20;1,20;1,20;0,01
men;Bladder;35-39;2007;4;2,40;2,40;2,40;2,40;0,01
men;Bladder;35-39;2008;5;3,10;3,10;3,10;3,10;0,02
men;Bladder;35-39;2009;4;2,50;2,50;2,50;2,50;0,01
men;Bladder;35-39;2010;3;1,90;1,90;1,90;1,90;0,01
men;Bladder;35-39;2011;2;1,20;1,20;1,20;1,20;0,01
men;Bladder;35-39;2012;4;2,40;2,40;2,40;2,40;0,01
men;Bladder;35-39;2013;4;2,30;2,30;2,30;2,30;0,01
men;Bladder;35-39;2014;3;1,70;1,70;1,70;1,70;0,01
men;Bladder;35-39;2015;7;4,00;4,00;4,00;4,00;0,02
men;Bladder;35-39;2016;3;1,70;1,70;1,70;1,70;0,01
men;Bladder;40-44;1953;3;2,30;2,30;2,30;2,30;0,01
