Year,Age,Female,Male,Total
1863,10-14,80535.31,81719.15,162254.46
1863,15-19,73152.1,72744.61,145896.71
1863,20-24,68560.85,67268.43,135829.28
1863,25-29,66324.95,64089.35,130414.3
1863,30-34,55120.24,54633.77,109754.01
1863,35-39,55656.83,55547.09,111203.92
1863,40-44,51554.3,51290.83,102845.13
1863,45-49,43966.2,43346.28,87312.48
1863,50-54,35424.88,34182.43,69607.31
1863,55-59,32720.74,30420.86,63141.6
1863,60-64,26810.3,24381.19,51191.49
1863,65-69,20328.51,17279.02,37607.53
1863,70-74,14242.69,11152.79,25395.48
1863,75-79,8269.75,6212.34,14482.09
1863,80-84,4808.25,3191.25,7999.5
1863,85-89,1655.07,943.81,2598.88
1863,90-94,340.18,129.71,469.89
1863,95-99,62.75,21.73,84.48
1863,100-104,1.14,0.46,1.6
1863,105-109,0,0,0
1863,110+,0,0,0
1864,0,23242.16,24130.27,47372.43
1864,1-4,84580.6,86690.35,171270.95
1864,5-9,94284.33,95270.73,189555.06
1864,10-14,82582.27,83696.96,166279.23
1864,15-19,74062.35,73250.49,147312.84
1864,20-24,69493.3,68308.68,137801.98
1864,25-29,65929.54,63295.08,129224.62
1864,30-34,57340.79,56808.77,114149.56
1864,35-39,54258,54061.75,108319.75
1864,40-44,53061.76,52634.85,105696.61
1864,45-49,44657.86,44195.31,88853.17
1864,50-54,36509.43,35192.95,71702.38
1864,55-59,32091.15,29866.65,61957.8
1864,60-64,28118.63,25512.16,53630.79
1864,65-69,20244.39,17361.39,37605.78
1864,70-74,14800.72,11596.97,26397.69
1864,75-79,8272.24,6235.4,14507.64
1864,80-84,4744.09,3189.11,7933.2
1864,85-89,1721.3,1006.09,2727.39
1864,90-94,337.7,139.02,476.72
1864,95-99,67.1,19.97,87.07
1864,100-104,0.43,0.46,0.89
1864,105-109,0,0,0
1864,110+,0,0,0
1865,0,22365.69,23288.82,45654.51
1865,1-4,82836.06,84885.04,167721.1
1865,5-9,95604.28,96926.9,192531.18
1865,10-14,84437.01,85793.3,170230.31
1865,15-19,75176.27,73780.2,148956.47
1865,20-24,70186.17,69030.75,139216.92
1865,25-29,65670.56,62204.23,127874.79
1865,30-34,58613.12,57804.57,116417.69
1865,35-39,53805.41,53307.4,107112.81
1865,40-44,53522.65,53353.49,106876.14
1865,45-49,45702.61,45263.92,90966.53
1865,50-54,37363.1,36110.61,73473.71
1865,55-59,31991.53,29644.23,61635.76
1865,60-64,28619.83,26025.81,54645.64
1865,65-69,20533.32,17621.07,38154.39
1865,70-74,15081.8,12006.84,27088.64
1865,75-79,8382.74,6269.18,14651.92
1865,80-84,4639.8,3080.09,7719.89
1865,85-89,1809.28,1051.02,2860.3
1865,90-94,334.48,153.31,487.79
1865,95-99,69.53,15.87,85.4
1865,100-104,0.45,0,0.45
1865,105-109,0,0,0
1865,110+,0,0,0
1866,0,23691.59,24445.86,48137.45
1866,1-4,81041.49,82881.03,163922.52
1866,5-9,96494.87,98056.8,194551.67
1866,10-14,84896.46,86405.91,171302.37
1866,15-19,76441.28,75067.35,151508.63
1866,20-24,70656.13,69138.73,139794.86
1866,25-29,65382.31,62209.49,127591.8
1866,30-34,60166.67,58849.23,119015.9
1866,35-39,53520.29,52743.74,106264.03
1866,40-44,53645.99,53637.63,107283.62
1866,45-49,46752.12,46266.93,93019.05
1866,50-54,38404.72,36940.59,75345.31
1866,55-59,32163.57,30090.64,62254.21
1866,60-64,28659.6,25739.33,54398.93
1866,65-69,21481.34,18475.4,39956.74
1866,70-74,15238.9,12195.54,27434.44
1866,75-79,8821.27,6500.76,15322.03
1866,80-84,4652.68,2993.57,7646.25
1866,85-89,1839.65,1066.91,2906.56
1866,90-94,358.2,160.44,518.64
1866,95-99,57.86,15.67,73.53
1866,100-104,0.41,0.48,0.89
1866,105-109,0,0,0
1866,110+,0,0,0
1867,0,24505.35,25823.48,50328.83
1867,1-4,81474.24,83266.67,164740.91
1867,5-9,96454.06,98546.92,195000.98
1867,10-14,86432.96,87634.74,174067.7
1867,15-19,77645.84,77095.89,154741.73
1867,20-24,71233.98,68413.33,139647.31
1867,25-29,65524.41,62611.02,128135.43
1867,30-34,61583.74,59684.16,121267.9
1867,35-39,52995.49,52504.6,105500.09
1867,40-44,53489.06,53348.95,106838.01
1867,45-49,47991.69,47377.43,95369.12
1867,50-54,39710.71,38162.32,77873.03
1867,55-59,32386.82,30515.72,62902.54
1867,60-64,28951.54,25939.14,54890.68
1867,65-69,22209.57,19014.18,41223.75
1867,70-74,15344.66,12425.71,27770.37
1867,75-79,9268.21,6833.01,16101.22
1867,80-84,4763.09,3023.95,7787.04
1867,85-89,1855.39,1090.11,2945.5
1867,90-94,403.49,187.8,591.29
1867,95-99,59.47,17.68,77.15
1867,100-104,1.19,0,1.19
1867,105-109,0,0,0
1867,110+,0,0,0
1868,0,23729.71,24338.38,48068.09
1868,1-4,83942.78,85728.47,169671.25
1868,5-9,95422.25,98171.95,193594.2
1868,10-14,87876.28,88881.36,176757.64
1868,15-19,79103.85,78880.25,157984.1
1868,20-24,72236,68920.22,141156.22
1868,25-29,65834.05,62980.74,128814.79
1868,30-34,63118.02,60702.43,123820.45
1868,35-39,52677.28,52314.09,104991.37
1868,40-44,53077.21,52798.33,105875.54
1868,45-49,48888.55,48061.68,96950.23
1868,50-54,41397.52,40068.27,81465.79
1868,55-59,32431.34,30527.34,62958.68
1868,60-64,29323.56,26113.35,55436.91
1868,65-69,22668.71,19612.2,42280.91
1868,70-74,15566.55,12603.6,28170.15
1868,75-79,9597.29,7143.6,16740.89
1868,80-84,4705.57,3045.67,7751.24
1868,85-89,1814.12,1048.7,2862.82
1868,90-94,407.95,187.01,594.96
1868,95-99,46.44,15.18,61.62
1868,100-104,0.41,0,0.41
1868,105-109,0,0,0
1868,110+,0,0,0
1869,0,24341.71,25015.96,49357.67
1869,1-4,84853.28,86814.01,171667.29
1869,5-9,95441.99,98169.87,193611.86
1869,10-14,89142.99,90142.36,179285.35
1869,15-19,80873.5,80874.44,161747.94
1869,20-24,73158.37,69488.7,142647.07
1869,25-29,67358.02,64287.62,131645.64
1869,30-34,62038.29,59066.65,121104.94
1869,35-39,55054.01,54582.22,109636.23
1869,40-44,51697.8,51396.14,103093.94
1869,45-49,50304.69,49255.49,99560.18
1869,50-54,42086.49,40835.23,82921.72
1869,55-59,33407.69,31518.71,64926.4
1869,60-64,28566.63,25609.07,54175.7
1869,65-69,23914.94,20651.73,44566.67
1869,70-74,15434.26,12685.35,28119.61
1869,75-79,10007.22,7464.84,17472.06
1869,80-84,4870.8,3163.18,8033.98
1869,85-89,1798.62,1028.23,2826.85
1869,90-94,447.11,205.6,652.71
1869,95-99,50.04,17.73,67.77
1869,100-104,0,0,0
1869,105-109,0,0,0
1869,110+,0,0,0
1870,0,22693.08,23219.3,45912.38
1870,1-4,87385.87,89131.01,176516.88
1870,5-9,94143.04,96746.87,190889.91
1870,10-14,90715.52,91866.42,182581.94
1870,15-19,82117.43,83016.77,165134.2
1870,20-24,74254.83,70127.52,144382.35
1870,25-29,68107.74,64950.62,133058.36
1870,30-34,62042.81,58438.49,120481.3
1870,35-39,56405.55,55636.59,112042.14
1870,40-44,51552.6,50974.13,102526.73
1870,45-49,50674.15,49850.8,100524.95
1870,50-54,43270.64,41993.42,85264.06
1870,55-59,34206.53,32433.86,66640.39
1870,60-64,28584.26,25474.59,54058.85
1870,65-69,24359.81,21109.53,45469.34
1870,70-74,15759.18,13039.52,28798.7
1870,75-79,10104.68,7722.1,17826.78
1870,80-84,4986.82,3298.93,8285.75
1870,85-89,1793.4,991.69,2785.09
1870,90-94,464.4,220.23,684.63
1870,95-99,49.39,20.31,69.7
1870,100-104,0.44,0.44,0.88
1870,105-109,0,0,0
1870,110+,0,0,0
1871,0,23947.04,24834.54,48781.58
1871,1-4,85909.23,87569.04,173478.27
1871,5-9,95482.08,97468.32,192950.4
1871,10-14,92168.49,93281.77,185450.26
1871,15-19,82448.53,83084.72,165533.25
1871,20-24,74890.78,71481.55,146372.33
1871,25-29,68698.39,65109.73,133808.12
1871,30-34,62251.56,58849.01,121100.57
1871,35-39,57318.21,56170.7,113488.91
1871,40-44,51093.84,50343.63,101437.47
1871,45-49,50904.27,50249.21,101153.48
1871,50-54,44133.7,42817.08,86950.78
1871,55-59,35464.59,33268.46,68733.05
1871,60-64,28782.06,25989.77,54771.83
1871,65-69,24303.42,20871.54,45174.96
1871,70-74,16686.33,13811.84,30498.17
1871,75-79,10176.81,7850.25,18027.06
1871,80-84,5156.94,3420.54,8577.48
1871,85-89,1798.15,1017.96,2816.11
1871,90-94,467.92,223.9,691.82
1871,95-99,52.95,15.9,68.85
1871,100-104,1.5,0,1.5
1871,105-109,0,0,0
1871,110+,0,0,0
1872,0,24344.86,25235.94,49580.8
1872,1-4,86001.63,87318.77,173320.4
1872,5-9,96922.1,99286.16,196208.26
1872,10-14,92691.76,94063.75,186755.51
1872,15-19,83993.6,83688.22,167681.82
1872,20-24,75576.72,73156.33,148733.05
1872,25-29,68857.09,64444.09,133301.18
1872,30-34,62643.9,59342.22,121986.12
1872,35-39,58227.73,56542.22,114769.95
1872,40-44,50304.23,49835.52,100139.75
1872,45-49,50754.19,50098.05,100852.24
1872,50-54,45142.87,43642.28,88785.15
1872,55-59,36773.98,34406.86,71180.84
1872,60-64,28959.13,26380.87,55340
1872,65-69,24452.43,20996.16,45448.59
1872,70-74,17085.28,14087.44,31172.72
1872,75-79,10129.21,7865.21,17994.42
1872,80-84,5272.95,3546.74,8819.69
1872,85-89,1769.37,1015.4,2784.77
1872,90-94,446.23,228.15,674.38
1872,95-99,59.87,14.66,74.53
1872,100-104,2.45,0,2.45
1872,105-109,0,0,0
1872,110+,0,0,0
1873,0,24699.68,25597.23,50296.91
1873,1-4,86967.35,88452.69,175420.04
1873,5-9,98772.31,100708.8,199481.11
1873,10-14,91984.65,93684.43,185669.08
1873,15-19,85545.12,84644.02,170189.14
1873,20-24,76615.68,74525.54,151141.22
1873,25-29,69372.79,64907.74,134280.53
1873,30-34,62620.93,59523.56,122144.49
1873,35-39,59712,57487.75,117199.75
1873,40-44,49631.66,49265.8,98897.46
1873,45-49,50377.07,49646.75,100023.82
1873,50-54,45668.77,44105.73,89774.5
1873,55-59,38462.1,36179.39,74641.49
1873,60-64,28930.38,26315.1,55245.48
1873,65-69,24827.09,21237.53,46064.62
1873,70-74,17492.43,14549.48,32041.91
1873,75-79,10367.01,8012.71,18379.72
1873,80-84,5405.98,3710.76,9116.74
1873,85-89,1841.85,1059.93,2901.78
1873,90-94,446.8,221.41,668.21
1873,95-99,60.97,14.9,75.87
1873,100-104,3.1,0.47,3.57
1873,105-109,0,0,0
1873,110+,0,0,0
1874,0,25434.16,26293.94,51728.1
1874,1-4,87571.54,89399.9,176971.44
1874,5-9,100108.7,102268.87,202377.57
1874,10-14,92385.11,93892.22,186277.33
1874,15-19,86879.44,85659.06,172538.5
1874,20-24,78207.68,76029.1,154236.78
1874,25-29,69390.98,64895.38,134286.36
1874,30-34,64139.08,60961.24,125100.32
1874,35-39,58488.58,55927.99,114416.57
1874,40-44,51536.79,51004.54,102541.33
1874,45-49,48867.25,48182.21,97049.46
1874,50-54,46798.8,45178.41,91977.21
1874,55-59,38980.23,36827.45,75807.68
1874,60-64,30000.02,27170.26,57170.28
1874,65-69,24122.52,20747.63,44870.15
1874,70-74,18487.27,15252.23,33739.5
1874,75-79,10222.75,7976.5,18199.25
1874,80-84,5482.94,3795.76,9278.7
1874,85-89,1909.62,1127.88,3037.5
1874,90-94,439.35,213.93,653.28
1874,95-99,63.54,21.62,85.16
1874,100-104,2.37,0,2.37
1874,105-109,0,0,0
1874,110+,0,0,0
1875,0,25432.31,26321.59,51753.9
1875,1-4,89751.89,91633.86,181385.75
1875,5-9,101635.36,103587.8,205223.16
1875,10-14,90832.27,92576.55,183408.82
1875,15-19,88679.63,86936.63,175616.26
1875,20-24,79157.5,77297.75,156455.25
1875,25-29,70184.5,65343.24,135527.74
1875,30-34,64445.21,61304.46,125749.67
1875,35-39,58535.82,55468.98,114004.8
1875,40-44,52564.1,51719.76,104283.86
1875,45-49,48419.92,47540.35,95960.27
1875,50-54,47058.16,45658.88,92717.04
1875,55-59,39935.68,37708.41,77644.09
1875,60-64,30894.77,27898.71,58793.48
1875,65-69,23990.89,20538.28,44529.17
1875,70-74,18706.24,15480.13,34186.37
1875,75-79,10433.02,8131.41,18564.43
1875,80-84,5431.73,3815.64,9247.37
1875,85-89,1956.9,1146.33,3103.23
1875,90-94,436.05,197.23,633.28
1875,95-99,71.35,31.76,103.11
1875,100-104,2.95,0.47,3.42
1875,105-109,0,0,0
1875,110+,0,0,0
1876,0,26403.96,27241.23,53645.19
1876,1-4,90523.61,92231.34,182754.95
1876,5-9,102480.68,104719.56,207200.24
1876,10-14,91421.64,93130.79,184552.43
1876,15-19,89943.76,88474.27,178418.03
1876,20-24,79885.53,77104.55,156990.08
1876,25-29,71055.14,66749.18,137804.32
1876,30-34,64420.83,61011.4,125432.23
1876,35-39,58671.78,55693.06,114364.84
1876,40-44,53639.3,52307.19,105946.49
1876,45-49,47808.86,46789.54,94598.4
1876,50-54,47292.32,45883.93,93176.25
1876,55-59,40419.33,38317.78,78737.11
1876,60-64,31957.45,28610.44,60567.89
1876,65-69,24248.25,20881.44,45129.69
1876,70-74,18479.48,15174.94,33654.42
1876,75-79,10992.7,8540.98,19533.68
1876,80-84,5367.63,3782.5,9150.13
1876,85-89,1959.49,1186.57,3146.06
1876,90-94,420.94,174.18,595.12
1876,95-99,61.51,30.4,91.91
1876,100-104,0.72,0.45,1.17
1876,105-109,0,0,0
1876,110+,0,0,0
1877,0,27431.95,28402.24,55834.19
1877,1-4,92397.99,94113.06,186511.05
1877,5-9,102789.88,104699.28,207489.16
1877,10-14,92528.6,95011.87,187540.47
1877,15-19,90747.18,89870.19,180617.37
1877,20-24,81437.95,77488.35,158926.3
1877,25-29,71782.84,67783.41,139566.25
1877,30-34,64598.48,60614.21,125212.69
1877,35-39,58978.31,55976.05,114954.36
1877,40-44,54539.7,52882.84,107422.54
1877,45-49,46981.33,46006.33,92987.66
1877,50-54,47353.59,45903.22,93256.81
1877,55-59,41186.02,38926.78,80112.8
1877,60-64,33189.25,29672.97,62862.22
1877,65-69,24577.68,21240.23,45817.91
1877,70-74,18677.29,15247.62,33924.91
1877,75-79,11363.22,8772.61,20135.83
1877,80-84,5428.06,3789.41,9217.47
1877,85-89,2046.12,1242.18,3288.3
1877,90-94,439.32,176.16,615.48
1877,95-99,56.61,22.9,79.51
1877,100-104,1.8,1,2.8
1877,105-109,0,0,0
1877,110+,0,0,0
1878,0,27895.7,28437.24,56332.94
1878,1-4,95078.16,96770.36,191848.52
1878,5-9,103558.89,105689.74,209248.63
1878,10-14,94182.3,96492.48,190674.78
1878,15-19,89983.51,89782.04,179765.55
1878,20-24,83399.27,78787.71,162186.98
1878,25-29,72969.24,68933.08,141902.32
1878,30-34,65116.97,60805.53,125922.5
1878,35-39,58812.93,55924.69,114737.62
1878,40-44,56247.91,54079.22,110327.13
1878,45-49,46143.69,45313.66,91457.35
1878,50-54,47264.85,45386.03,92650.88
1878,55-59,41505.61,39338.29,80843.9
1878,60-64,34777.24,31313.15,66090.39
1878,65-69,24637.89,21169.89,45807.78
1878,70-74,19055.98,15544.55,34600.53
1878,75-79,11728.53,9114.29,20842.82
1878,80-84,5553.63,3918.5,9472.13
1878,85-89,2078.24,1258.21,3336.45
1878,90-94,476.81,203.66,680.47
1878,95-99,56.27,21.44,77.71
1878,100-104,3.89,0,3.89
1878,105-109,0,0,0
1878,110+,0,0,0
1879,0,27274.45,28293.07,55567.52
1879,1-4,97381.94,98978.93,196360.87
1879,5-9,104993.7,107006.34,212000.04
1879,10-14,95054.67,97613.09,192667.76
1879,15-19,90147.94,90227.85,180375.79
1879,20-24,84889.53,80186.95,165076.48
1879,25-29,74930.51,70414.3,145344.81
1879,30-34,64735.48,60260.73,124996.21
1879,35-39,60481.19,57331.34,117812.53
1879,40-44,55217.14,52744.51,107961.65
1879,45-49,47847.58,46725.46,94573.04
1879,50-54,45767.01,44103,89870.01
1879,55-59,42637.37,40353.63,82991
1879,60-64,35218.19,32024.43,67242.62
1879,65-69,25814.22,22073.13,47887.35
1879,70-74,18666.84,15295.51,33962.35
1879,75-79,12464.03,9673.98,22138.01
1879,80-84,5777.37,4073.07,9850.44
1879,85-89,2102.2,1287.2,3389.4
1879,90-94,506.47,241.48,747.95
1879,95-99,44.21,19.43,63.64
1879,100-104,2.56,0.45,3.01
1879,105-109,0,0,0
1879,110+,0,0,0
1880,0,26485.95,27369.85,53855.8
1880,1-4,99062.27,100779.5,199841.77
1880,5-9,106079.78,108199.38,214279.16
1880,10-14,97424.3,99824.1,197248.4
1880,15-19,87912.11,89049.77,176961.88
1880,20-24,86719.84,81348.36,168068.2
1880,25-29,75936.16,71406.3,147342.46
1880,30-34,65886.57,60897.7,126784.27
1880,35-39,60670.88,57454.02,118124.9
1880,40-44,55225.58,52279.51,107505.09
1880,45-49,48963.26,47464.77,96428.03
1880,50-54,45296.47,43495.67,88792.14
1880,55-59,43075.61,40854.78,83930.39
1880,60-64,35923.83,32846.11,68769.94
1880,65-69,26621.98,22782.96,49404.94
1880,70-74,18592.58,15135.15,33727.73
1880,75-79,12596.73,9822.01,22418.74
1880,80-84,5951.22,4144.96,10096.18
1880,85-89,2070.85,1293.9,3364.75
1880,90-94,513.91,269.28,783.19
1880,95-99,55.21,11.3,66.51
1880,100-104,0,0,0
1880,105-109,0,0,0
1880,110+,0,0,0
1881,0,27311.05,28233.15,55544.2
1881,1-4,98110.39,99922.82,198033.21
1881,5-9,107761.99,109529.03,217291.02
1881,10-14,98469.32,100018.49,198487.81
1881,15-19,87751.47,88359.41,176110.88
1881,20-24,87453.5,82898.57,170352.07
1881,25-29,76917.46,71384.22,148301.68
1881,30-34,67160.85,62688.42,129849.27
1881,35-39,60450.98,57160.11,117611.09
1881,40-44,55442.63,52447.45,107890.08
1881,45-49,50398.4,48378.48,98776.88
1881,50-54,44507.63,42958.18,87465.81
1881,55-59,43547.07,41071.11,84618.18
1881,60-64,36192.43,33408.13,69600.56
1881,65-69,27499.04,23485.77,50984.81
1881,70-74,19053.59,15500.22,34553.81
1881,75-79,12433.24,9670.35,22103.59
1881,80-84,6118.68,4278.23,10396.91
1881,85-89,2113.43,1296.12,3409.55
1881,90-94,514.59,268.74,783.33
1881,95-99,61.56,13.6,75.16
1881,100-104,0.99,0,0.99
1881,105-109,0,0,0
1881,110+,0,0,0
1882,0,28820.66,29931.45,58752.11
1882,1-4,98358.8,100255.35,198614.15
1882,5-9,110534.11,112434.88,222968.99
1882,10-14,98483.07,98986.93,197470
1882,15-19,88843.71,89044.2,177887.91
1882,20-24,87998.17,84152.21,172150.38
1882,25-29,78163.83,72067.31,150231.14
1882,30-34,67971.15,63573.11,131544.26
1882,35-39,60767.03,57226.41,117993.44
1882,40-44,55781.64,52720.49,108502.13
1882,45-49,51355.23,49166.59,100521.82
1882,50-54,43643.92,42088.1,85732.02
1882,55-59,43822.24,41274.85,85097.09
1882,60-64,36915.72,33857.06,70772.78
1882,65-69,28483.2,24362.85,52846.05
1882,70-74,19344.26,15785.36,35129.62
1882,75-79,12636.53,9676.19,22312.72
1882,80-84,6334,4400.9,10734.9
1882,85-89,2129.02,1296.3,3425.32
1882,90-94,531.7,255.26,786.96
1882,95-99,64.85,15.1,79.95
1882,100-104,1.83,0.53,2.36
1882,105-109,0,0,0
1882,110+,0,0,0
1883,0,28754.18,29698.79,58452.97
1883,1-4,99237.98,101514.21,200752.19
1883,5-9,112770.24,114559.19,227329.43
1883,10-14,99056.27,99507.17,198563.44
1883,15-19,90640.93,89433.54,180074.47
1883,20-24,86926.73,83355.54,170282.27
1883,25-29,79902.52,73641.69,153544.21
1883,30-34,69098.51,64788.25,133886.76
1883,35-39,61364.98,57497.17,118862.15
1883,40-44,55699.29,52798.49,108497.78
1883,45-49,53136.62,50592.95,103729.57
1883,50-54,42759.12,41367.34,84126.46
1883,55-59,43747.43,40838.75,84586.18
1883,60-64,37360.54,34332.19,71692.73
1883,65-69,29762.31,25768.71,55531.02
1883,70-74,19289.41,15664.61,34954.02
1883,75-79,12978.74,9926.49,22905.23
1883,80-84,6596.88,4567.42,11164.3
1883,85-89,2168.23,1318.18,3486.41
1883,90-94,537.59,263.58,801.17
1883,95-99,75.62,21.27,96.89
1883,100-104,1.53,0,1.53
1883,105-109,0,0,0
1883,110+,0,0,0
1884,0,28630.01,29884.91,58514.92
1884,1-4,101235.52,103463.16,204698.68
1884,5-9,114130.73,116442.28,230573.01
1884,10-14,100652.6,101020.2,201672.8
1884,15-19,91534.15,89412.12,180946.27
1884,20-24,87012.56,82831.75,169844.31
1884,25-29,80581.12,74511.61,155092.73
1884,30-34,71077.43,66561.66,137639.09
1884,35-39,61046.98,57125.1,118172.08
1884,40-44,57282.32,54121.2,111403.52
1884,45-49,52208.44,49457.36,101665.8
1884,50-54,44383.41,42635.91,87019.32
1884,55-59,42083.75,39476.51,81560.26
1884,60-64,38622.76,35140.28,73763.04
1884,65-69,30059.72,26334.89,56394.61
1884,70-74,20150.4,16211.22,36361.62
1884,75-79,12643.56,9724.38,22367.94
1884,80-84,6712.47,4734.18,11446.65
1884,85-89,2239.07,1355.84,3594.91
1884,90-94,520.36,256.23,776.59
1884,95-99,77.12,21.27,98.39
1884,100-104,3.35,0,3.35
1884,105-109,0,0,0
1884,110+,0,0,0
1885,0,30344.4,31585.42,61929.82
1885,1-4,103233.6,105760.03,208993.63
1885,5-9,115701.06,118143.74,233844.8
1885,10-14,101374.72,102486.03,203860.75
1885,15-19,93673.65,90394.82,184068.47
1885,20-24,84779.61,80369.07,165148.68
1885,25-29,82168.44,75544.09,157712.53
1885,30-34,71824.7,67714.36,139539.06
1885,35-39,62207.69,57700.2,119907.89
1885,40-44,57509.81,54670,112179.81
1885,45-49,52413.97,49170.46,101584.43
1885,50-54,45634.03,43583.57,89217.6
1885,55-59,41496.85,38938.99,80435.84
1885,60-64,39174.19,35693.67,74867.86
1885,65-69,30729.07,27023.89,57752.96
1885,70-74,20861.61,16825.31,37686.92
1885,75-79,12694.7,9612.88,22307.58
1885,80-84,6889.65,4932.21,11821.86
1885,85-89,2344.9,1444.96,3789.86
1885,90-94,527.89,264.48,792.37
1885,95-99,73.71,25.62,99.33
1885,100-104,3.5,0.41,3.91
1885,105-109,0,0,0
1885,110+,0,0,0
1886,0,30425.52,31484.99,61910.51
1886,1-4,106101.99,108791.81,214893.8
1886,5-9,117585.68,120123.28,237708.96
1886,10-14,102853.62,104432.45,207286.07
1886,15-19,94420.54,90822.28,185242.82
1886,20-24,84702.09,79272.06,163974.15
1886,25-29,83451.15,76707.35,160158.5
1886,30-34,72419.05,67473.02,139892.07
1886,35-39,63414.57,59385.57,122800.14
1886,40-44,57330.01,54354.74,111684.75
1886,45-49,52695.61,49507.69,102203.3
1886,50-54,47048.56,44313.4,91361.96
1886,55-59,40695.67,38511.95,79207.62
1886,60-64,39517.64,35836.92,75354.56
1886,65-69,31199.28,27536.34,58735.62
1886,70-74,21567.92,17416.66,38984.58
1886,75-79,13087.19,9847.08,22934.27
1886,80-84,7010.22,4949.9,11960.12
1886,85-89,2460.8,1514.81,3975.61
1886,90-94,522.16,272.84,795
1886,95-99,66.95,32.25,99.2
1886,100-104,2.06,0,2.06
1886,105-109,0,0,0
1886,110+,0,0,0
1887,0,30381.65,31289.69,61671.34
1887,1-4,108227.09,110857.13,219084.22
1887,5-9,118855,121593.65,240448.65
1887,10-14,105586.54,107653.98,213240.52
1887,15-19,94405.83,91085.27,185491.1
1887,20-24,85716.09,79284.93,165001.02
1887,25-29,83956.41,76944.81,160901.22
1887,30-34,73710.68,68189.15,141899.83
1887,35-39,64353,60328.05,124681.05
1887,40-44,57410.35,54173.7,111584.05
1887,45-49,52930.57,49668.2,102598.77
1887,50-54,48177.38,45272.31,93449.69
1887,55-59,39786.64,37666.68,77453.32
1887,60-64,39654.54,35981.66,75636.2
1887,65-69,31868.37,28070.73,59939.1
1887,70-74,22332.23,18208.27,40540.5
1887,75-79,13273.12,10079.16,23352.28
1887,80-84,7090.48,5041.66,12132.14
1887,85-89,2597.8,1580.73,4178.53
1887,90-94,548.58,264.46,813.04
1887,95-99,62.95,29.92,92.87
1887,100-104,0.73,0,0.73
1887,105-109,0,0,0
1887,110+,0,0,0
1888,0,30226.8,31149.69,61376.49
1888,1-4,109611.14,112194.45,221805.59
1888,5-9,119809.53,122679.04,242488.57
1888,10-14,107936.75,110203.5,218140.25
1888,15-19,95150.36,92850.64,188001
1888,20-24,87594.6,79568.79,167163.39
1888,25-29,83039.74,75425.74,158465.48
1888,30-34,75367.45,69389.66,144757.11
1888,35-39,65112.81,61161.6,126274.41
1888,40-44,57918.05,54431.6,112349.65
1888,45-49,52935.07,49760.44,102695.51
1888,50-54,50013.73,46785.83,96799.56
1888,55-59,38986.22,36952.98,75939.2
1888,60-64,39356.4,35520.4,74876.8
1888,65-69,32345.73,28495.85,60841.58
1888,70-74,23425.48,19275.48,42700.96
1888,75-79,13208.97,10070.74,23279.71
1888,80-84,7212.4,5033.79,12246.19
1888,85-89,2657.15,1661.7,4318.85
1888,90-94,565.45,289.54,854.99
1888,95-99,65.49,28.54,94.03
1888,100-104,2.39,0.37,2.76
1888,105-109,0,0,0
1888,110+,0,0,0
1889,0,30059.36,31004.61,61063.97
1889,1-4,110284.73,112392.68,222677.41
1889,5-9,121405.23,124417.84,245823.07
1889,10-14,109039.17,111899.18,220938.35
1889,15-19,96848.92,95340.38,192189.3
1889,20-24,88334.09,79682.72,168016.81
1889,25-29,83501.06,74616.72,158117.78
1889,30-34,75577.94,69236.89,144814.83
1889,35-39,67107.43,62862.86,129970.29
1889,40-44,57624.88,54186,111810.88
1889,45-49,54128.81,50681.99,104810.8
1889,50-54,49110.79,45828.25,94939.04
1889,55-59,40666.75,38274.34,78941.09
1889,60-64,37585.97,34263.17,71849.14
1889,65-69,33547.86,29273.74,62821.6
1889,70-74,23699.91,19822.64,43522.55
1889,75-79,13743.03,10442.19,24185.22
1889,80-84,7137.37,4911.32,12048.69
1889,85-89,2705.81,1681.55,4387.36
1889,90-94,565.69,286.99,852.68
1889,95-99,60.18,28.96,89.14
1889,100-104,2.83,0,2.83
1889,105-109,0,0,0
1889,110+,0,0,0
1890,0,28581.79,29305.15,57886.94
1890,1-4,109553.56,111459.67,221013.23
1890,5-9,124139.03,127012.47,251151.5
1890,10-14,111434.23,114598.26,226032.49
1890,15-19,97390.48,97478.93,194869.41
1890,20-24,89945.71,80426.72,170372.43
1890,25-29,81516.16,71636.04,153152.2
1890,30-34,77603.18,70168.6,147771.78
1890,35-39,67785.12,63800.68,131585.8
1890,40-44,58526.96,54274.77,112801.73
1890,45-49,54372.02,51532.99,105905.01
1890,50-54,49450.45,45527.38,94977.83
1890,55-59,41896.13,39227.05,81123.18
1890,60-64,36881.96,33713.2,70595.16
1890,65-69,34011.4,29849.67,63861.07
1890,70-74,24285.33,20354.73,44640.06
1890,75-79,14306.96,10849.27,25156.23
1890,80-84,7218.43,4921.86,12140.29
1890,85-89,2812.51,1709.46,4521.97
1890,90-94,602.26,295.51,897.77
1890,95-99,68.24,24.62,92.86
1890,100-104,0.41,1.13,1.54
1890,105-109,0,0,0
1890,110+,0,0,0
1891,0,29320.73,30404.4,59725.13
1891,1-4,107344.11,108829.48,216173.59
1891,5-9,126275.33,129037.49,255312.82
1891,10-14,113540.38,115972.08,229512.46
1891,15-19,98481.93,99328.83,197810.76
1891,20-24,90334.26,82048.64,172382.9
1891,25-29,81493.04,71334.59,152827.63
1891,30-34,79476.28,71529.24,151005.52
